ticket_number;requestor_name;owner_group;issue_category;ticket_type;severity;severity_num;days_open;satisfaction_ind;ticket_status;created_date
657-749992-5980-1-U;Prudence McNeigh;Hardware;Hardware;Request;High;3;13;Unknown;Open;2020-05-01
618-487226-8221-6-A;Electra Morais;Architecture;Systems;Request;Low;1;5;Unsatisfied;Waiting for Requestor Feedback;2020-10-22
737-144291-7444-3-K;Ingunna Burleigh;Software;Access/Login;Issue;Low;1;31;Unsatisfied;Waiting for Requestor Feedback;2020-06-14
481-290746-7397-9-J;Godfree Mundy;Networking;Access/Login;Request;Unassigned;0;28;Satisfied;Open;2020-07-12
918-381559-5009-3-Q;Hope Innott;Security and Governance;Access/Login;Request;Medium;2;12;Unknown;Open;2020-08-25
429-031691-3432-7-X;Arleyne Goodlatt;Security and Governance;Access/Login;Issue;Low;1;17;Unknown;Open;2020-07-04
631-399705-9328-9-A;Benjie Tippell;Networking;Hardware;Request;High;3;24;Unsatisfied;Open;2020-07-02
184-370268-6663-0-A;Crawford Challiner;Hardware;Hardware;Request;Low;1;17;Unknown;Open;2020-07-13
324-187114-7413-2-F;Mike Craske;Security and Governance;Access/Login;Issue;Medium;2;19;Satisfied;Open;2020-07-04
158-768594-7164-7-O;Alys Hamilton;Software;Software;Request;Low;1;2;Satisfied;Open;2020-03-14
435-131246-4693-4-J;Tallia Siemantel;Architecture;Systems;Request;Medium;2;23;Unknown;Open;2020-03-05
104-419972-1035-5-A;Peggie Cornilli;Architecture;Hardware;Issue;Medium;2;16;Unsatisfied;Open;2020-09-25
915-246711-8190-5-L;Joycelin Pennoni;Networking;Hardware;Issue;Low;1;18;Satisfied;Open;2020-03-22
272-921769-1457-6-D;Axel Davies;Architecture;Systems;Request;Unassigned;0;32;Unknown;Open;2020-03-01
587-524810-5175-2-A;Denny Salvatore;Hardware;Hardware;Request;Low;1;10;Unknown;Open;2020-05-29
629-323771-5747-5-D;Jaquenetta Jirak;Hardware;Hardware;Issue;Low;1;34;Unsatisfied;Closed - No Action;2020-07-05
631-281509-1487-5-N;Jane McGarvey;Hardware;Systems;Request;Medium;2;33;Satisfied;Open;2020-05-22
565-341781-2685-9-X;Upton Dalyiel;Hardware;Systems;Request;Unassigned;0;35;Satisfied;Open;2020-07-12
536-097087-9517-7-O;Phil Pencott;Security and Governance;Access/Login;Issue;Unassigned;0;18;Satisfied;Open;2020-07-12
595-284765-5831-0-G;Kristina Touhig;Security and Governance;Access/Login;Request;Medium;2;24;Unsatisfied;Open;2020-06-28
139-400530-2726-4-R;Zared Dilliway;Networking;Access/Login;Request;Low;1;3;Unknown;Open;2020-10-08
262-082490-2764-1-K;Jimmie Tillyer;Networking;Hardware;Request;Unassigned;0;33;Unknown;Open;2020-08-10
521-058419-5024-5-Z;Giuseppe Winspar;Hardware;Systems;Issue;Low;1;28;Unknown;Open;2020-10-17
838-059059-9073-8-Y;Tarra Woollacott;Architecture;Systems;Issue;Low;1;17;Satisfied;Open;2020-04-23
405-530272-0655-1-H;Wini Mingey;Software;Access/Login;Request;High;3;11;Satisfied;Waiting for Requestor Feedback;2020-04-11
530-959133-0016-7-B;Alane Filipson;Software;Access/Login;Request;Low;1;6;Satisfied;Open;2020-05-16
747-816579-9767-3-T;Armin Mattingly;Networking;Access/Login;Issue;Unassigned;0;5;Satisfied;Open;2020-06-04
382-308621-1067-3-F;Jermain Guittet;Architecture;Systems;Request;Medium;2;15;Satisfied;Open;2020-09-25
229-643666-1510-3-F;Syman Vel;Architecture;Systems;Request;High;3;27;Satisfied;Resolved;2020-07-17
266-120808-3308-1-C;Berty Braund;Security and Governance;Access/Login;Issue;Medium;2;34;Unknown;Open;2020-10-03
814-454321-1779-1-J;Christoffer Canet;Architecture;Systems;Issue;Medium;2;8;Satisfied;Waiting for Requestor Feedback;2020-07-25
733-827104-9685-4-W;Yanaton Gudeman;Architecture;Systems;Issue;Low;1;10;Unknown;Open;2020-06-21
476-435565-2086-8-E;Matt O'Keeffe;Hardware;Hardware;Issue;Low;1;20;Unsatisfied;Waiting for Requestor Feedback;2020-06-09
550-248380-3432-7-N;Waldon Habbeshaw;Hardware;Systems;Request;Unassigned;0;14;Satisfied;Open;2020-05-17
830-960644-4061-9-E;Bryna Tantrum;Hardware;Hardware;Issue;Unassigned;0;20;Unknown;Open;2020-05-31
486-906230-6762-1-D;Ephrem Francois;Software;Software;Issue;Unassigned;0;8;Unknown;Open;2020-08-09
411-546494-4783-0-S;Kariotta Rossander;Hardware;Hardware;Issue;Low;1;21;Unknown;Open;2020-05-23
015-369871-7431-8-O;Orelle Brocking;Architecture;Systems;Request;Unassigned;0;5;Unknown;Open;2020-03-26
661-507209-6893-5-Q;Cristiano Gentil;Architecture;Hardware;Issue;Medium;2;11;Satisfied;Open;2020-10-27
199-512972-0366-2-E;Britta Caveill;Security and Governance;Access/Login;Request;High;3;20;Satisfied;Open;2020-10-17
237-186268-6872-3-Q;Janot Basford;Architecture;Hardware;Request;Low;1;7;Unknown;Open;2020-05-01
500-424009-4298-7-Z;Uri Lamlin;Hardware;Hardware;Issue;Medium;2;1;Unsatisfied;Open;2020-09-15
201-104729-1245-6-S;Modesta McNish;Security and Governance;Access/Login;Request;Low;1;21;Satisfied;Open;2020-04-07
850-669382-6619-3-Z;Dacia MacShirie;Security and Governance;Access/Login;Issue;Unassigned;0;9;Satisfied;Waiting for Requestor Feedback;2020-09-16
321-991810-4474-7-W;Janella Buttfield;Architecture;Hardware;Issue;Medium;2;16;Satisfied;Open;2020-07-12
983-442089-4464-3-H;Torrence Stilling;Networking;Access/Login;Request;Medium;2;23;Unknown;Open;2020-05-10
515-204876-7247-7-Z;Cobby Chatten;Networking;Hardware;Issue;Low;1;32;Satisfied;Resolved;2020-03-05
142-923152-8446-5-S;Dix Rivalland;Software;Access/Login;Request;Low;1;36;Unknown;Open;2020-08-08
863-811024-9515-6-S;Dom Donati;Hardware;Systems;Issue;Unassigned;0;12;Satisfied;Open;2020-03-02
998-586138-4371-7-A;Davie Francello;Networking;Hardware;Issue;Low;1;21;Satisfied;Open;2020-05-07
812-663513-8812-6-N;Talya Pinder;Networking;Access/Login;Request;Low;1;30;Satisfied;Open;2020-10-24
112-153720-9059-7-J;Augustina Skocroft;Networking;Access/Login;Issue;Unassigned;0;26;Unsatisfied;Open;2020-05-19
962-192469-7762-0-P;Sallyanne Stennet;Hardware;Systems;Issue;High;3;2;Satisfied;Open;2020-07-05
330-896618-0789-4-I;Ethel Lishmund;Architecture;Hardware;Request;Low;1;15;Satisfied;Open;2020-08-10
777-685087-9875-6-J;Winfield Podd;Hardware;Systems;Request;High;3;37;Unknown;Open;2020-05-31
125-243219-3832-9-S;Bendite Friatt;Hardware;Hardware;Request;Unassigned;0;25;Unknown;Waiting for Requestor Feedback;2020-04-26
451-742567-8286-4-V;Glen Dreakin;Software;Access/Login;Request;Medium;2;18;Unknown;Resolved;2020-06-02
762-044778-9712-1-C;Clare Tallant;Software;Access/Login;Issue;High;3;8;Satisfied;Open;2020-05-28
195-583111-8334-8-Y;Katy Millis;Hardware;Hardware;Issue;Low;1;24;Unknown;Open;2020-10-29
617-535886-9697-4-M;Hilary Grombridge;Software;Software;Issue;Medium;2;20;Unknown;Waiting for Requestor Feedback;2020-10-07
465-694698-3552-5-C;Rosalie Mew;Networking;Hardware;Issue;Medium;2;28;Satisfied;Open;2020-08-03
530-225886-8781-7-N;Kylila Argont;Security and Governance;Access/Login;Issue;High;3;24;Unknown;Resolved;2020-05-07
263-336056-5853-0-M;Seumas Surtees;Hardware;Systems;Issue;Medium;2;17;Satisfied;Open;2020-07-21
531-147932-5829-3-B;Sarena Sauvain;Security and Governance;Access/Login;Issue;Medium;2;37;Unsatisfied;Resolved;2020-04-17
080-916065-2441-2-P;Gabbi Haddrill;Networking;Systems;Request;Unassigned;0;29;Unknown;Resolved;2020-08-11
056-123649-0553-8-T;Domeniga Brierly;Networking;Access/Login;Request;High;3;25;Satisfied;Open;2020-09-23
129-156220-3791-2-L;Juieta Tillyer;Architecture;Systems;Request;High;3;9;Satisfied;Open;2020-10-22
922-472327-4669-2-C;Tommie Rawstorne;Software;Software;Issue;Medium;2;27;Unknown;Waiting for Requestor Feedback;2020-03-07
571-457811-5960-8-Z;Neil Sturgeon;Security and Governance;Access/Login;Request;High;3;2;Satisfied;Open;2020-06-12
380-709378-2911-8-R;Rowan Smallridge;Security and Governance;Access/Login;Issue;Low;1;22;Satisfied;Waiting for Requestor Feedback;2020-05-13
618-709566-5789-8-H;Kelcy Christaeas;Networking;Systems;Request;Unassigned;0;9;Satisfied;Waiting for Requestor Feedback;2020-04-11
294-943662-9132-8-B;Clarine Dunkerton;Security and Governance;Access/Login;Issue;Unassigned;0;2;Unknown;Open;2020-05-05
059-806597-9067-7-T;Derrik Gooley;Hardware;Hardware;Issue;Medium;2;34;Satisfied;Open;2020-04-26
187-965313-2606-7-R;Abram Matula;Architecture;Systems;Request;High;3;16;Satisfied;Open;2020-08-15
583-701516-0417-1-C;Torr Linnard;Architecture;Hardware;Issue;Unassigned;0;14;Unknown;Resolved;2020-03-09
513-574479-9452-5-E;Sullivan Cusiter;Networking;Access/Login;Request;Unassigned;0;17;Unknown;Open;2020-05-28
782-670623-0337-0-A;Mildred Fanthome;Hardware;Hardware;Issue;Low;1;7;Unknown;Open;2020-05-09
644-869593-1769-1-L;Odette Bellringer;Networking;Hardware;Request;Unassigned;0;9;Unsatisfied;Resolved;2020-08-17
706-416921-7173-4-L;Dasi Karolczyk;Hardware;Hardware;Issue;Low;1;4;Satisfied;Resolved;2020-10-22
538-654036-4338-9-K;Giana Lambertz;Security and Governance;Access/Login;Issue;Unassigned;0;10;Unknown;Waiting for Requestor Feedback;2020-04-15
833-403921-7103-3-F;Paton Borrill;Hardware;Systems;Request;Medium;2;22;Satisfied;Waiting for Requestor Feedback;2020-03-09
201-243901-0199-6-A;Palm Beekmann;Hardware;Systems;Request;Medium;2;20;Satisfied;Open;2020-04-22
808-415183-2837-3-Y;Traver Fetherston;Security and Governance;Access/Login;Issue;Medium;2;28;Satisfied;Open;2020-07-06
717-527652-5967-2-D;Fernande Novotne;Software;Access/Login;Issue;Unassigned;0;18;Satisfied;Open;2020-07-15
538-435089-3187-1-U;Robinette Kennaird;Networking;Systems;Issue;Low;1;26;Satisfied;Resolved;2020-06-05
023-126840-9815-5-C;Chelsy Budibent;Security and Governance;Access/Login;Request;Low;1;17;Satisfied;Waiting for Requestor Feedback;2020-06-07
202-415380-3434-5-U;Nadine Briamo;Software;Access/Login;Request;Low;1;36;Unknown;Open;2020-08-12
762-453303-3931-6-A;Wilma Tilney;Security and Governance;Access/Login;Issue;High;3;23;Unknown;Open;2020-10-17
996-028364-2511-7-H;Myrlene Maughan;Security and Governance;Access/Login;Issue;Medium;2;16;Unknown;Open;2020-03-14
582-757976-3804-1-G;Bail Cruikshanks;Networking;Hardware;Issue;Low;1;17;Satisfied;Resolved;2020-05-14
179-498623-7663-2-D;Harlin Antony;Architecture;Systems;Request;Medium;2;2;Satisfied;Resolved;2020-07-16
526-020721-5201-2-D;Leonie Crux;Software;Access/Login;Issue;Medium;2;34;Satisfied;Waiting for Requestor Feedback;2020-08-23
447-011841-3239-8-B;Giusto Leuren;Hardware;Systems;Request;Low;1;24;Unknown;Open;2020-03-11
454-351817-0011-7-F;Cathy Volage;Networking;Hardware;Issue;High;3;6;Unknown;Open;2020-09-15
731-696176-7739-3-W;Deirdre Boissier;Networking;Access/Login;Request;Low;1;3;Satisfied;Open;2020-10-12
271-207481-8541-9-A;Karoly McQueen;Architecture;Hardware;Request;Unassigned;0;10;Unknown;Open;2020-07-04
193-513809-5319-3-W;Eran Windrum;Networking;Hardware;Request;Medium;2;18;Satisfied;Resolved;2020-10-07
290-118165-8116-0-H;Starr Teager;Networking;Systems;Request;Unassigned;0;26;Satisfied;Resolved;2020-06-06
826-008256-2762-5-P;Sayres Keeves;Software;Software;Issue;Unassigned;0;3;Satisfied;Open;2020-05-29
879-462752-9841-6-U;Arman Mussettini;Architecture;Systems;Request;Unassigned;0;22;Unknown;Open;2020-04-22
992-509074-4103-6-F;Codi Le Fleming;Security and Governance;Access/Login;Request;Unassigned;0;35;Satisfied;Open;2020-08-29
151-922116-5694-3-M;Mellisent Aggas;Networking;Systems;Request;Unassigned;0;9;Satisfied;Open;2020-10-06
019-296389-0902-9-G;Gilda Harraway;Hardware;Systems;Request;Unassigned;0;21;Satisfied;Open;2020-03-24
289-786887-7083-1-U;Warden Mumbey;Hardware;Hardware;Issue;Unassigned;0;16;Satisfied;Open;2020-10-13
336-777351-5401-7-O;Ailis Grundwater;Networking;Hardware;Request;Medium;2;32;Satisfied;Waiting for Requestor Feedback;2020-06-27
178-817926-2642-1-Q;Kathi Jukubczak;Networking;Systems;Request;Unassigned;0;1;Unknown;Open;2020-07-28
616-035337-7179-2-F;Alexine Coulton;Hardware;Systems;Issue;Low;1;37;Unknown;Open;2020-08-05
942-947024-6989-0-Q;Caty Matley;Security and Governance;Access/Login;Issue;Medium;2;2;Satisfied;Resolved;2020-10-10
205-281828-5382-8-T;Marcus Doudny;Security and Governance;Access/Login;Request;Medium;2;13;Satisfied;Open;2020-09-18
335-166624-9083-2-G;Quintina Goldie;Security and Governance;Access/Login;Request;Unassigned;0;12;Unsatisfied;Resolved;2020-10-14
621-958761-5670-5-Y;Terrance Grinikhinov;Security and Governance;Access/Login;Request;Low;1;5;Unknown;Resolved;2020-09-10
850-330959-8572-4-F;Matilda Siege;Security and Governance;Access/Login;Request;Medium;2;21;Unknown;Waiting for Requestor Feedback;2020-08-17
434-872774-3005-9-M;Salli Draude;Software;Software;Request;Unassigned;0;5;Unknown;Waiting for Requestor Feedback;2020-09-26
345-291391-4711-2-U;Camilla Wretham;Security and Governance;Access/Login;Issue;Unassigned;0;30;Unknown;Open;2020-08-07
573-310984-0355-3-M;Hieronymus Musselwhite;Software;Software;Issue;Medium;2;9;Unknown;Open;2020-06-05
545-229969-8126-0-L;Israel Assad;Software;Access/Login;Issue;Unassigned;0;21;Satisfied;Open;2020-06-25
367-385805-2394-4-I;Cesya Mott;Security and Governance;Access/Login;Request;Low;1;23;Unsatisfied;Open;2020-08-21
581-916480-6448-6-B;George Brocklebank;Architecture;Hardware;Issue;Medium;2;12;Unsatisfied;Open;2020-04-06
635-611906-3422-4-H;Edwin Brosel;Architecture;Systems;Request;Unassigned;0;31;Unknown;Open;2020-07-20
189-197304-7769-4-A;Gaelan Sillis;Hardware;Systems;Issue;Low;1;25;Unknown;Open;2020-09-10
471-424908-4870-7-Y;Mirabel Welford;Security and Governance;Access/Login;Issue;Low;1;22;Satisfied;Open;2020-08-11
358-788855-5591-5-N;Worth Swatheridge;Hardware;Hardware;Issue;Unassigned;0;18;Unknown;Open;2020-03-22
187-788976-9575-9-Y;Waverly Jocic;Security and Governance;Access/Login;Request;Medium;2;21;Satisfied;Open;2020-04-01
257-323513-8407-3-O;Hilton Darmody;Networking;Systems;Issue;Unassigned;0;30;Unknown;Open;2020-09-23
684-157881-4205-3-P;Cherilynn Oakshott;Networking;Access/Login;Issue;Low;1;6;Satisfied;Open;2020-03-28
609-184975-7407-9-A;Thacher Sebastian;Software;Access/Login;Request;Low;1;1;Unsatisfied;Waiting for Requestor Feedback;2020-04-26
114-930712-6174-5-N;Devlin Gother;Security and Governance;Access/Login;Request;Low;1;9;Satisfied;Open;2020-07-26
003-144538-8473-2-P;Jacquelynn Shilston;Architecture;Systems;Request;High;3;22;Unsatisfied;Open;2020-10-28
747-096243-5405-9-A;Anastassia Mibourne;Architecture;Hardware;Issue;Unassigned;0;30;Satisfied;Open;2020-08-10
995-985388-1084-0-I;Alexandro Fussie;Networking;Hardware;Issue;High;3;33;Unsatisfied;Waiting for Requestor Feedback;2020-05-10
457-731372-4294-6-L;Magda O'Hern;Networking;Access/Login;Request;Medium;2;29;Satisfied;Open;2020-09-02
646-553084-2159-2-O;Missie Kynan;Architecture;Systems;Issue;Medium;2;17;Unknown;Waiting for Requestor Feedback;2020-07-30
023-731145-2292-9-Q;Ellen Slimming;Networking;Systems;Issue;Low;1;35;Satisfied;Open;2020-03-04
805-496755-6200-4-U;Katy Chappelle;Security and Governance;Access/Login;Request;Low;1;32;Satisfied;Resolved;2020-03-08
593-083364-1613-7-I;Sarette Wellington;Hardware;Hardware;Issue;Low;1;3;Satisfied;Open;2020-07-28
674-486787-2624-8-G;Hilliard Mordey;Software;Software;Issue;Medium;2;18;Unknown;Open;2020-06-22
326-752235-1169-7-V;Freddie O'Shields;Networking;Hardware;Request;Medium;2;32;Satisfied;Open;2020-05-22
610-195345-1421-4-V;Purcell Doxey;Architecture;Hardware;Request;Unassigned;0;28;Unknown;Open;2020-10-01
017-526422-1069-5-M;Jarid Shimmans;Security and Governance;Access/Login;Issue;Unassigned;0;23;Satisfied;Open;2020-08-04
252-348712-5523-7-N;Gabriell Frosdick;Hardware;Hardware;Request;Low;1;21;Unknown;Open;2020-06-30
348-014501-1221-5-E;Flem Burberye;Hardware;Systems;Issue;High;3;31;Satisfied;Open;2020-04-14
676-794081-8233-0-K;Susie Hebron;Networking;Systems;Request;Medium;2;27;Unknown;Open;2020-06-06
506-538830-7932-5-G;Aura Dolder;Hardware;Systems;Request;High;3;16;Satisfied;Open;2020-09-12
310-773814-7528-9-Z;Charmane Terren;Networking;Hardware;Request;High;3;14;Satisfied;Open;2020-10-24
286-305786-9001-4-K;Riva Parkhouse;Software;Access/Login;Request;Unassigned;0;16;Unknown;Open;2020-07-28
831-593484-5048-9-C;Barbette Snipe;Security and Governance;Access/Login;Issue;Low;1;5;Unknown;Open;2020-04-04
930-557593-8751-5-H;Archambault Ferrar;Security and Governance;Access/Login;Issue;Low;1;20;Unknown;Open;2020-07-04
996-548696-6760-0-A;Terra O'Doireidh;Hardware;Hardware;Request;Unassigned;0;30;Unsatisfied;Open;2020-03-01
060-458113-2160-9-X;Payton Hayball;Architecture;Systems;Issue;Unassigned;0;10;Unknown;Open;2020-05-30
867-788089-8395-1-H;Lefty Adelberg;Software;Access/Login;Request;Unassigned;0;20;Unsatisfied;Open;2020-06-03
909-202791-2667-8-U;Isaac Thody;Security and Governance;Access/Login;Request;Low;1;22;Satisfied;Open;2020-07-07
260-090460-6791-0-X;Jarib Punyer;Architecture;Systems;Issue;Low;1;6;Unknown;Open;2020-07-20
476-438465-5334-1-C;Wanids Pawels;Hardware;Systems;Request;Medium;2;28;Unknown;Open;2020-05-22
172-222971-0370-0-Q;Simmonds Wiltshier;Architecture;Hardware;Issue;Low;1;20;Unsatisfied;Waiting for Requestor Feedback;2020-04-22
422-816880-4540-7-F;Maxy Rawood;Architecture;Systems;Request;High;3;11;Satisfied;Open;2020-05-19
918-343664-0437-2-U;Harli Worling;Hardware;Hardware;Issue;Low;1;2;Unknown;Open;2020-03-02
719-423124-1962-3-K;Lorilyn Lunnon;Security and Governance;Access/Login;Request;Low;1;33;Unknown;Open;2020-06-25
699-409830-3928-8-R;Rorie Wraith;Architecture;Systems;Issue;Unassigned;0;6;Unknown;Open;2020-04-12
554-789730-4529-2-Z;Arlie Linskey;Networking;Hardware;Issue;Unassigned;0;11;Unknown;Waiting for Requestor Feedback;2020-10-26
461-968966-6177-5-Y;Justine Brunon;Software;Access/Login;Request;Low;1;4;Satisfied;Open;2020-10-12
537-130873-1241-0-L;Massimiliano Towhey;Software;Access/Login;Request;Medium;2;15;Satisfied;Open;2020-10-05
779-943858-4156-7-M;Celene Bartholin;Software;Access/Login;Issue;Medium;2;23;Unsatisfied;Resolved;2020-08-08
365-616126-6073-3-X;Belia Loverock;Security and Governance;Access/Login;Request;Low;1;31;Satisfied;Open;2020-07-11
018-678381-3894-4-U;Lizette Levings;Software;Access/Login;Request;Medium;2;32;Satisfied;Open;2020-05-16
287-519953-6568-7-U;Obie Haythorne;Hardware;Systems;Issue;Low;1;24;Unknown;Open;2020-07-01
937-299542-4175-9-G;Malorie Wherrit;Networking;Access/Login;Request;Medium;2;30;Unknown;Open;2020-08-28
893-149386-3105-7-S;Ki Batrop;Hardware;Hardware;Request;High;3;29;Unknown;Open;2020-03-14
568-127864-1812-7-U;Luisa Perassi;Security and Governance;Access/Login;Issue;Unassigned;0;12;Satisfied;Open;2020-05-08
928-145978-3773-8-E;Odelia Cranfield;Networking;Hardware;Request;High;3;15;Satisfied;Open;2020-03-11
417-745068-9505-5-A;Joby Beedell;Software;Access/Login;Request;Medium;2;9;Satisfied;Open;2020-04-10
421-051197-5586-9-X;Ardelia Gobbet;Networking;Access/Login;Issue;High;3;28;Unknown;Open;2020-10-22
534-145436-3935-7-D;Keely Dukelow;Security and Governance;Access/Login;Request;Low;1;31;Unknown;Open;2020-05-29
732-969190-4190-3-J;Pren Mac Giolla Pheadair;Hardware;Systems;Request;Medium;2;4;Satisfied;Waiting for Requestor Feedback;2020-09-27
145-344034-6894-5-W;Ray Schaffel;Architecture;Hardware;Issue;Low;1;37;Satisfied;Open;2020-03-09
421-245554-4501-4-Z;Neall Scandrick;Software;Software;Request;High;3;34;Satisfied;Open;2020-04-01
821-662018-9387-5-O;Alexandra Dyter;Security and Governance;Access/Login;Request;Medium;2;11;Unknown;Open;2020-05-23
060-874265-7511-8-W;Roxanne Krzysztofiak;Hardware;Hardware;Issue;Unassigned;0;13;Satisfied;Open;2020-04-03
050-750180-7228-6-S;Annabal Pineaux;Security and Governance;Access/Login;Request;Unassigned;0;28;Unknown;Resolved;2020-10-16
101-149542-4401-5-C;Vonnie Penrice;Software;Access/Login;Issue;Unassigned;0;24;Unknown;Open;2020-10-03
705-265200-7533-6-S;Ofelia Pratton;Security and Governance;Access/Login;Request;Unassigned;0;5;Satisfied;Waiting for Requestor Feedback;2020-07-21
218-228193-8417-0-I;Ag Hurdwell;Architecture;Hardware;Request;Low;1;21;Unsatisfied;Open;2020-03-11
353-364054-7689-4-B;Yard Gilgryst;Security and Governance;Access/Login;Request;High;3;6;Unknown;Resolved;2020-06-23
031-861858-2817-6-N;Allin Dowtry;Architecture;Systems;Issue;High;3;34;Satisfied;Waiting for Requestor Feedback;2020-04-01
536-270203-3608-2-J;Bearnard Napper;Networking;Systems;Request;Medium;2;27;Satisfied;Open;2020-06-16
479-937568-4688-5-K;Cindie Giddy;Architecture;Hardware;Request;High;3;2;Unknown;Open;2020-08-01
